Transaction ID,Customer ID,Transaction Date,Product Category,Price,Quantity,Payment Method,Shipping Status,Customer Rating
f8c5b8a4-d65d-4f3b-8e62-c6b746d68c9e,60fc05b8-3148-4461-ac28-daf8fdfc8660,2024-01-08,Books,256.63,5.0,Debit Card,Cancelled,3.0
2fc3beeb-e8d1-4967-a8a2-2958624324e5,30983d71-43ca-426c-a87b-0fdb49000f32,2023-08-19,Sports,485.67,2.0,Gift Card,Pending,1.0
2f0b5a12-51a0-43c0-99a5-77975fed5b8a,8f71ed82-2e52-485d-a2f2-4b7fd3f492fd,2024-06-20,Clothing,365.38,5.0,Gift Card,Pending,4.0
0fe5581d-9356-4a74-9497-5403ea867b65,ab36039e-5d73-4e89-9306-f62ffb7b457e,2024-11-18,Home & Kitchen,140.34,4.0,Gift Card,Cancelled,5.0
72842e7e-44ac-44c2-954c-5d5e897789a6,07abfd53-f4fb-419f-bf90-f908195b1674,2025-01-09,Electronics,97.13,4.0,Credit Card,Delivered,1.0
ec9709fe-f792-4d6e-8100-f94a78a678fb,881c7ab9-56b2-4807-a5e2-3dd0aa40b6f8,2024-08-25,Clothing,254.4152927166034,4.0,Gift Card,Delivered,3.0
0b40f922-c4bc-4314-b348-a588aefa1a93,3d8a58cf-7ff0-476c-a5fe-9afed836c28c,2024-11-24,Clothing,317.3,5.0,Credit Card,Delivered,2.0
a854e163-6fac-4bdc-9c1a-88e1c8df2144,1cdb6cbe-88d2-4d45-8ac8-ea77151cb09b,2024-11-06,Electronics,185.02,4.0,Debit Card,Shipped,3.0
5c21de77-96fe-42bf-bbc1-1f52b27eca93,1e7f7c6e-1b02-4105-a517-d51a45ec39ea,2025-02-05,Electronics,254.71072557818434,2.0,Debit Card,Pending,3.0
24238fe4-7593-49fe-bb48-76a18ae477ed,14bf72cc-9cc4-49fb-8df8-0c73aded7c86,2025-02-11,Books,13.0,3.0,Crypto,Shipped,2.0
cf988cb6-ff0a-46c7-b158-83902511e713,5580576a-e8d5-4afa-8247-60db7a0fc4a0,2023-09-08,Electronics,158.29,4.0,Crypto,Delivered,4.0
fac9e3ef-f5e8-498b-8f74-313373e70a70,d8e25689-5645-44bc-94d3-995dd0ba81be,2024-04-09,Sports,254.85844200897483,1.0,Gift Card,Pending,2.0
f582ad16-a187-4b78-8e91-928301b30949,9aeca1dd-b6e9-43cc-9b83-a4696184606e,2024-10-22,Electronics,433.61,3.0,Crypto,Shipped,3.0
16c04666-712b-4cb6-a265-9e0b92b3b700,93dc08d8-91ec-47a0-8ace-4b6892785726,2025-01-13,Sports,334.22,4.0,Crypto,Delivered,1.0
f63180b4-596b-43e3-9f00-fbf927fdb851,cd8ec17d-3828-47d8-9806-cd9ba5880b2c,2023-07-15,Home & Kitchen,292.63,2.0,PayPal,Delivered,3.0
978f7130-9067-477a-8104-676714cb50b7,f77f8022-92cc-4fb0-827c-bc8bd3b151cf,2024-04-17,Home & Kitchen,454.88,1.0,PayPal,Pending,1.0
f62e2272-72ef-4df3-926c-151f83cdaa74,8e91c202-66c9-45db-af0b-e6e1c5292d7c,2024-07-18,Electronics,161.62,3.0,Crypto,Delivered,2.0
23e210d1-8739-4483-851d-634b6fc70506,c8aa7389-8232-4ddc-9a46-06177a751ea1,2024-01-24,Books,171.94,1.0,Debit Card,Delivered,2.0
3e89d509-9250-45cb-adaf-4a1c8af1b74e,586b5ac4-2d85-41cb-a966-aad0cb82fd6c,2024-09-05,Sports,406.08,1.0,PayPal,Delivered,3.0
6a8a0f25-9282-4052-b80f-f6a3e89c774d,c1a33d51-a603-4ee4-aa30-58c74141218b,2023-12-24,Clothing,213.2,2.0,Debit Card,Shipped,2.0
c5dbfad9-d80d-4d9d-98e7-94f408f26f53,b5c9d7bc-efc6-420d-962d-493364b09550,2023-09-30,Electronics,143.31,4.0,PayPal,Pending,2.0
85e678c8-bced-4248-9809-f858c1a8fc49,a4a6a7c7-3c09-4bcb-a74a-1e1569656d68,2023-03-18,Sports,441.37,1.0,Credit Card,Shipped,4.0
8a076f70-0b7a-4570-b38b-7c64fb58c7c1,bc16f600-e866-4b2f-a0f6-35bc850236e9,2024-10-25,Books,334.42,2.0,PayPal,Shipped,3.0
1f8bcc43-dbab-4da4-8668-3c66bbd9ae3e,693e6907-6dc9-4292-a351-ceb0c1300f07,2023-03-28,Electronics,230.02,5.0,PayPal,Pending,1.0
4c38461a-9c03-4aa6-b054-779f999b5403,baba7db4-c43e-494a-ac26-b5ea034c26b2,2024-11-15,Clothing,349.47,4.0,Debit Card,Delivered,1.0
6af8014a-f438-414e-898e-f7e2989c2542,37de9842-7f8d-4314-a21e-89e92f9b1d31,2024-02-21,Home & Kitchen,297.27,5.0,Crypto,Shipped,3.0
cd78fc54-20ef-48f1-af39-f10664e0a67e,29b3ca11-5dcf-42bf-8c1f-1447ac726d47,2024-04-26,Books,403.23,2.0,PayPal,Delivered,5.0
9b4860cc-4087-4b72-ab81-4050d8ee09d9,47efcf99-e31d-4b29-9cd5-067dca0665cb,2023-09-02,Clothing,355.3,4.0,Credit Card,Delivered,3.0
ef396159-8e20-4419-a5a4-21af5881f44a,f899fe1e-e3c6-4c8c-84d7-50437b308e35,2024-04-25,Home & Kitchen,458.57,4.0,Gift Card,Cancelled,2.0
9ed882cb-a6b9-4897-ae71-c8bfc87a6f11,4a3edf08-b5b5-4714-82ee-25e13eeb4c5b,2024-07-04,Electronics,278.35,4.0,Credit Card,Delivered,3.0
5518dd5a-7170-4c90-9acd-3ba35afff9be,60458950-10d5-4bd5-9197-ec4f55cfd2b6,2024-11-18,Electronics,292.93,4.0,PayPal,Delivered,3.0
2d4ac638-bf3b-4458-97f1-d3a48b5fd474,7ec3240e-9513-4c80-a2a4-d7c7402a1067,2023-03-26,Electronics,321.6,4.0,Gift Card,Pending,1.0
12cfe5d0-d780-4e71-ae8b-1615f8d1960b,ecf012c3-3c8d-45f3-b1d4-8624a9108037,2024-10-27,Clothing,205.27,3.0,PayPal,Pending,2.0
66964676-36d6-4270-af67-836afae25e58,d77f2582-8c8b-4eb4-81cd-57a144f92e5c,2024-04-09,Sports,64.13,1.0,Debit Card,Delivered,2.0
207fe656-50c6-4dc0-a24b-ad27327e6c85,204f2c9a-6242-4728-84f8-4c9f07c112d0,2024-03-17,Electronics,417.61,2.0,Crypto,Shipped,3.0
91102270-2521-44de-add3-0455e58eee83,aa202365-d9c8-453d-89f4-0252c9182c11,2023-04-16,Sports,327.93,3.0,Debit Card,Pending,2.0
5e8c1c4a-9948-40bb-8d2a-3efebe80d3f5,a07cd3c2-037d-4837-b53e-f385d4ce8fbc,2023-12-22,Clothing,85.69,5.0,Gift Card,Shipped,1.0
346e285e-d6f0-46d3-8d6f-b9852a6b10d7,7ed74cd7-f43f-4494-b348-39b0048ac3f0,2023-08-05,Sports,441.21,3.0,Debit Card,Pending,2.0
e001fb7f-d4e2-45e4-9210-ca056c976930,fae3126b-37ee-4b14-8305-52b867dd827b,2024-05-14,Clothing,319.1,1.0,PayPal,Pending,3.0
dc71ca94-8e60-4ac3-9f89-3b1cbf8d51b3,0adededc-85f5-4f7f-bb86-eebc54bd8ac1,2024-09-15,Home & Kitchen,77.09,4.0,PayPal,Pending,4.0
c94c4b32-c71c-450a-a990-7c68563925d2,fcb39f61-b88f-46e8-8f49-3664063b262b,2023-08-09,Sports,134.65,3.0,Credit Card,Shipped,1.0
dfaff34d-404c-4793-bfd1-b89341bef521,21c20b98-7d49-4be5-90d4-8c65bfcba846,2023-11-18,Sports,313.8,4.0,Gift Card,Delivered,1.0
fe3c286b-40bd-44fd-8f9d-b3d07688fd79,7ee59771-3efd-4c86-897c-8fc81c019b68,2024-08-29,Books,194.82,1.0,Credit Card,Shipped,5.0
c19b07cd-de9e-4952-bee2-bf92292bd0f8,290cd229-1da2-4904-97c9-64993b515be1,2023-10-19,Clothing,428.76,4.0,Crypto,Shipped,5.0
acd091d5-416b-4e40-ac06-707b658b1402,32a0d642-70cb-416c-a686-37fd5e78d57a,2024-10-08,Clothing,327.29,3.0,Credit Card,Shipped,3.0
e1801345-c2cc-4451-aa33-b41e5715bca4,0315d056-b401-406a-8863-14c6a540c4bf,2023-05-13,Electronics,262.58,3.0,Gift Card,Shipped,3.0
8b317be6-eb7f-4623-a906-215b7bcf0201,d490c99e-8521-45e8-87b4-617851cde2d4,2024-02-26,Sports,350.6,1.0,PayPal,Pending,1.0
131a3058-3046-4c37-9016-a54f03ad82cd,b36131ab-1679-4de2-8139-eee0b63daf50,2024-05-15,Home & Kitchen,171.93,1.0,Credit Card,Pending,3.0
a3375fb8-23bd-4640-a377-2590eb24648c,af151de3-2025-4ce8-9343-576e67861e98,2023-10-03,Clothing,86.43,2.0,Debit Card,Shipped,2.0
1bea4ca0-aec8-4581-90f9-d81a74132d17,220d3436-4f94-467b-930c-bff3213ec58a,2024-09-30,Sports,73.87,4.0,Debit Card,Pending,5.0
72a03abf-5119-424f-8f10-a7c23b5414b8,ec5e74cb-af9f-44e7-856d-08bdf86460dc,2023-11-26,Electronics,477.18,1.0,Crypto,Shipped,5.0
e5552575-7550-4d48-9b0f-5a6f4014370c,b0ed4969-85e8-41ed-892c-8be7eaa0c69a,2023-10-26,Sports,20.3,1.0,PayPal,Shipped,5.0
1a42ef9c-7bff-4b8f-8edb-115b6e8adb2c,261a4863-0e10-434d-a56e-787e3df69a7d,2025-01-09,Sports,175.59,5.0,Debit Card,Delivered,5.0
edf542b2-557d-4824-a775-274d4b0ea2e5,a7c8aa68-20dc-496e-8061-c01b1570d694,2025-02-11,Sports,477.1,4.0,Crypto,Shipped,2.0
48cf2ba8-6a96-482f-809c-85b2218912b6,3975e9cd-d9f8-4d11-94a2-2b0bc5fe4607,2024-06-04,Sports,382.8,5.0,Credit Card,Pending,4.0
42f8d9e9-02e1-4ba3-9174-e651a83c87c5,eb5231e5-adfb-45a8-a34f-9a9e57ed4e2d,2023-04-07,Clothing,457.23,2.0,Gift Card,Delivered,3.0
450530e6-86fa-4186-a695-6fecb619a721,dbacd35b-b19e-4a24-b31a-62c97df4a4f1,2023-09-26,Clothing,175.64,4.0,PayPal,Delivered,3.0
c7ac2eeb-9a65-4dfb-8ec9-73bb8b8396b0,7b78cd03-70f2-4c83-b392-327e327be889,2023-03-09,Electronics,198.15,2.0,PayPal,Delivered,2.0
13f5c555-2dbf-47bb-9a49-bf3ab700a9b4,7d1f6064-e136-4dee-9b22-2b1fd2c2d20f,2024-08-19,Electronics,44.18,4.0,PayPal,Shipped,1.0
d155d5d2-110a-40b9-a741-0d295709b1e1,5ddbf917-3da9-4db6-8e83-60f41b8adafd,2024-04-06,Home & Kitchen,338.73,3.0,PayPal,Pending,3.0
9f6954e4-bac9-447d-8ca4-54dbe810d350,1e077f6a-133c-4525-9484-baaa27251b50,2024-11-26,Books,243.46,1.0,PayPal,Delivered,3.0
7f808c50-0ea8-4d9d-ba9c-bf520beaaaf5,86989c1e-a267-4d60-bda8-cb77a417cd39,2023-06-26,Books,91.4,2.0,PayPal,Delivered,1.0
b879f145-84cd-468f-8ab6-1b0c2e115c60,7ab8e042-a050-41c7-8cec-47f3827cd826,2024-04-12,Sports,260.48,3.0,Gift Card,Delivered,3.0
a782a404-5141-4626-bc09-abfbd988575c,811bda6c-ba5b-4834-b256-698379a43021,2023-12-03,Sports,45.84,3.0,PayPal,Pending,4.0
0533993a-4090-49dd-a0e5-495ce933822b,bc5ba1da-3fbe-40eb-bca5-15f4b5d8fdb2,2023-10-09,Sports,110.08,2.0,Crypto,Pending,2.0
c04d545b-b064-4460-a1a7-f57ec01ee4ec,4cfb2184-a711-46c4-977b-a2616fef93ea,2024-03-18,Electronics,154.4,3.0,Credit Card,Pending,4.0
556edc02-6731-4218-affc-775afa2f6d1c,9935f18a-77f0-41f1-b045-9079feff21c5,2024-07-18,Clothing,39.21,3.0,Credit Card,Shipped,4.0
4400cbf4-1343-4691-8316-ddca106a1f57,12d699a2-75bd-4dcd-92bc-253d57779ef7,2023-12-23,Electronics,214.67,5.0,Credit Card,Shipped,2.0
60a34ea5-5981-4cf5-999d-b823c4aff8d7,eef854f4-739d-4b76-a80a-979080173e38,2023-06-22,Home & Kitchen,38.09,2.0,Crypto,Pending,3.0
9f807db3-676f-4749-bbce-c91c1a2d6874,d4d71ee8-c37f-4e2a-bfa5-e669a87b3229,2024-09-08,Electronics,436.31,1.0,Credit Card,Shipped,3.0
aa05efb4-d9ec-4dc5-9ea3-0ffb5dedcedd,33d0be32-e8d9-4ced-97b7-ce8667433093,2024-02-26,Books,260.29,5.0,Debit Card,Pending,2.0
b85c0f3c-7504-4b51-9020-5514541969ee,c48fb571-2f62-407c-bc6d-7622655b8eda,2023-03-22,Books,254.71072557818434,2.0,PayPal,Cancelled,4.0
07347a69-51b5-4561-a704-41365e1aeeb0,610b9ab7-3e10-4dbd-837e-b56523a7b483,2024-05-01,Sports,390.79,3.0,Debit Card,Delivered,3.0
502bd1fb-786d-4c73-9c1d-afcea82d20a1,3deae709-b834-4ecd-a557-8c4dfce31b04,2024-08-10,Home & Kitchen,397.06,5.0,Crypto,Delivered,4.0
920cf9e5-d8f6-4251-b737-bda6d8209028,569235c2-5741-4327-9fc8-d298ac2be4f9,2023-12-05,Home & Kitchen,289.1,4.0,Credit Card,Pending,2.0
5cf7ff10-c781-45c7-ac55-adcb6c7bb51f,586b2783-2683-4fba-b78c-d5e828adb6d3,2023-05-21,Clothing,310.48,3.0,Gift Card,Delivered,5.0
eee16a57-fc9c-4f6d-b15d-956d178eb072,895ec8c7-7420-45a3-bc23-db4b1336e39b,2024-11-11,Sports,350.64,4.0,Debit Card,Shipped,4.0
ff07e8de-0a8a-43fa-9c95-eafc7e009335,c4d592e5-3afe-4774-84da-aa3dbcf2c93e,2024-11-10,Electronics,254.01,3.0,PayPal,Pending,1.0
a934a19b-3305-40ff-8475-7d9b4a49bb7b,eaab0bbd-2b14-4083-a1a2-86ed467c15d5,2025-02-05,Sports,152.07,5.0,Credit Card,Shipped,4.0
ec1c5a31-b28e-4d32-91bf-42edc443d3f4,d5d5d72f-37ea-4e2b-9c56-4e1b88927194,2023-09-03,Clothing,240.71,4.0,Credit Card,Delivered,1.0
33baf0c3-c54b-495b-92f3-3d10ab1e267f,78d67c6e-6854-47ae-b934-3a675f0d49c4,2024-02-03,Books,254.26757628581294,5.0,Debit Card,Shipped,3.0
b0a455d0-d81a-4cfa-adad-699c0e8bf687,dad6a1c8-92ac-47b4-8262-0ea0f65892f1,2025-02-09,Sports,116.76,3.0,Credit Card,Shipped,2.0
927e517e-4993-426b-9e84-84f9b21b4f51,6c84beb2-9a99-4305-a5b8-ef8ecc5fd7ea,2024-03-31,Electronics,87.95,2.0,Gift Card,Shipped,2.0
7f5f918b-db22-49a8-8e65-50ee65ebf5f0,54593dea-0f5e-470d-a60a-c6fe9fb89cf6,2024-09-17,Sports,14.39,3.0,Gift Card,Delivered,3.0
ef07391f-46c7-4baf-8adb-52b69752e4f8,ff0cad5c-a0cf-4a75-8b7c-4da598a8b06c,2024-08-05,Home & Kitchen,73.89,4.0,PayPal,Delivered,2.0
e797be14-2c6e-4c53-884d-f3c43373b3a9,2b2231db-73ea-4096-9b9f-0cba31371562,2024-06-27,Books,297.0,1.0,Crypto,Shipped,4.0
0d9c4576-f402-488a-a93b-0a4fa0bdb2bf,68c61475-071c-439a-8de4-a868c635e600,2024-10-24,Clothing,440.02,1.0,Debit Card,Shipped,1.0
39d6c594-bb28-4003-af4a-08bf16116c5d,129d82ec-be39-49f2-b01d-667060c187e4,2024-11-05,Home & Kitchen,442.52,5.0,Credit Card,Pending,1.0
4beaa191-d026-46ff-85d1-7c2847f8c4a5,08b73aef-98f7-4592-865b-6a4243d8a245,2023-04-02,Clothing,216.74,3.0,Gift Card,Shipped,2.0
c9d70fd5-bf38-4928-8586-43916e34b148,209fef8b-2116-445d-8792-c15bb46c86e5,2023-06-18,Books,471.95,3.0,PayPal,Shipped,3.0
abf05859-cead-4cb8-aac9-d87e4326ce48,69d46633-9f90-4eca-8f43-4eca45b02332,2023-11-15,Electronics,322.83,3.0,Crypto,Pending,2.0
b039b058-842d-4cd7-9fae-78a7273570fd,a42120d4-4beb-43fb-830f-ab25f964ced8,2023-08-24,Books,145.61,2.0,Debit Card,Delivered,1.0
788cc37d-88a0-4626-8769-957de6c72128,a49cbda1-d153-4de9-9c42-d18eccf144ff,2024-02-17,Electronics,14.76,4.0,Credit Card,Shipped,2.0
ba3c85b5-1f63-40dd-be8e-fdb8508ea46c,111f7ea4-0533-4d2f-bba6-d7ea14e1644b,2024-01-14,Home & Kitchen,254.4152927166034,4.0,Gift Card,Delivered,5.0
f3dd7aaa-b5b0-427d-ba53-9d4df55fa5b1,6cac34ab-6663-43eb-8b2f-720f2aef7efc,2024-01-08,Home & Kitchen,297.86,1.0,Crypto,Shipped,3.0
d1b8586c-bb8e-400d-b517-48c35749229c,fd7dcc7b-f0f1-4274-b71c-1ed85a3c060c,2024-06-26,Sports,254.71072557818434,2.0,Gift Card,Pending,5.0
ae34067b-ca09-47b6-9373-a87f6ce83e00,0c41e634-8b15-4575-86eb-084382ef9f37,2025-01-16,Sports,15.46,2.0,Debit Card,Delivered,3.0
bb91c585-8343-4cf1-9e43-e28a5e7f13af,e03f3064-0e54-4531-a929-b822a8c320b7,2023-03-03,Sports,10.03,3.0,Credit Card,Delivered,4.0
dc5287d2-febf-4deb-a6aa-f3767880e4d2,c4c5b362-635a-49dd-88cd-76d2d7ae7246,2023-03-22,Sports,40.95,3.0,Debit Card,Cancelled,4.0
8fb0ea1a-8789-4e30-b13e-c509b0e89623,ba41a070-4472-4b32-93b4-3516370a3e47,2023-07-25,Books,12.45,4.0,Debit Card,Delivered,2.0
be6444cc-6b2e-4817-830a-937535a3d2bc,b3860035-50e2-4fde-80f6-ccdf9cbac385,2023-06-17,Electronics,31.06,5.0,Debit Card,Shipped,2.0
6ee55b9f-8139-4035-9334-06effb87a94a,2118b5ce-8137-4d25-bcae-0596d2219797,2025-01-01,Books,466.25,4.0,Debit Card,Delivered,5.0
babc4f05-92d1-451b-8a31-368cffff174f,a5e0b6b6-dcd0-48e6-afbb-2a98a81ee838,2024-08-16,Electronics,388.39,4.0,Credit Card,Delivered,2.0
17083d07-e4c2-4c96-afcb-74a234619c6a,cc4d0d9b-ce1b-4198-a34c-9a2cd71779e2,2023-09-12,Home & Kitchen,307.13,3.0,Credit Card,Shipped,5.0
9c91a3f1-7664-4d07-a0dd-45efce9dbf8f,e7820edb-1abc-4ad8-8e4f-99ef96d5366c,2023-03-16,Clothing,351.28,1.0,Crypto,Delivered,3.0
9c0b8a96-9062-43cb-8e54-c024d6cf4db2,42b5c794-67ba-444b-8fa1-727d9338c8b1,2024-09-15,Home & Kitchen,250.42,5.0,Debit Card,Pending,2.0
3ca22bb7-d869-41d3-83e7-a90dfaf319a3,16733e45-165a-43f7-b70f-5bc26531f350,2024-06-21,Electronics,55.67,3.0,Debit Card,Delivered,3.0
59c4108a-842e-4a6d-a970-792d68fa22e1,2841c221-186d-4ff4-985f-4083d242ed64,2023-09-07,Clothing,373.53,5.0,PayPal,Delivered,3.0
875c95ee-4aba-4f8a-845e-0f1f13d5ad79,e88c1837-6291-409b-b6f3-ca76a9664cce,2024-04-02,Books,459.0,2.0,PayPal,Delivered,4.0
856a4c67-5244-4dfc-b33e-91310b1fc653,2531d5e0-4c72-472b-98c2-28141254fc83,2023-10-10,Sports,177.23,1.0,Debit Card,Delivered,3.0
2b2fd44e-2a23-4d45-a27c-7fa2919f2a4e,de55df63-cf94-43c1-97d2-c054da0bf4ec,2024-05-31,Books,464.1,4.0,Debit Card,Pending,4.0
ac10ae24-f7d8-44f3-8fd6-3c7b4e5005e8,154fd3f6-bb6e-4985-9707-ae08542a414f,2024-06-24,Home & Kitchen,158.73,5.0,Credit Card,Pending,4.0
d60805a1-d107-46fb-8634-fcff28b8d48e,c91c6b61-df6f-4eb9-aff2-ff14401159e5,2024-06-17,Clothing,280.48,5.0,PayPal,Shipped,1.0
419ce252-75db-46d8-8147-17a5f6866178,deb90ec7-2717-4ffb-827f-a7ae7eb7e818,2024-10-15,Clothing,41.83,3.0,Credit Card,Pending,4.0
d1a005e6-46e8-4eca-ad7e-1526474ecb9f,e92119fb-1662-4a3c-8eef-ac33dddaaa13,2025-01-05,Home & Kitchen,132.64,1.0,Crypto,Delivered,3.0
d613d2c3-9e60-40c0-aa3d-404746415733,5e386b0e-c46d-498b-b3cc-64f0645caf0f,2024-07-23,Home & Kitchen,254.85844200897483,1.0,Crypto,Pending,2.0
f25df929-0ac5-4106-9f96-67e1f2475524,6430c549-0c46-4de9-bcfd-10a9bf312f2a,2023-09-08,Electronics,458.51,5.0,Crypto,Pending,3.0
9064bc35-828b-4692-b419-471ec35f45f5,f851d807-6028-4bfa-9707-8a38fa6aa2e0,2024-01-01,Clothing,190.94,2.0,Credit Card,Pending,4.0
ba50dc69-292d-45df-8208-2634daa3f6a2,6eb877ca-bf2c-4fdb-b6ff-0f3174ab5426,2023-08-17,Clothing,482.77,1.0,Debit Card,Shipped,2.0
14c18743-43a5-43e9-900f-351de1b4b718,9c2b592c-285f-4adc-be26-fcddc919206e,2024-05-15,Home & Kitchen,134.09,4.0,Credit Card,Pending,2.0
5155259e-4747-457f-b654-b7710f12995f,dc0d2324-22c3-4a2b-b687-5c7cbac5b7a4,2023-05-12,Home & Kitchen,75.81,2.0,Credit Card,Shipped,1.0
9198bfb0-1ea6-4a91-9f07-a5957139b661,5db9f2ad-ffa3-4536-874e-d79c090a9a2d,2024-12-09,Home & Kitchen,170.54,1.0,Debit Card,Delivered,3.0
7e08eeff-9135-4765-8739-b82569cb4a78,d04cf56c-841a-4535-ab6e-6859d6310f31,2023-03-25,Electronics,417.4,3.0,Debit Card,Shipped,3.0
c223b0e1-92ba-41b3-82fd-7e4209d6a486,67865dd2-4aa4-42be-8e45-e71f3db5e58a,2023-07-20,Books,291.94,1.0,PayPal,Shipped,5.0
cef04fcd-5023-476a-98fb-c078bec229db,c696a815-6e46-496f-986b-507311bc2a99,2024-03-25,Sports,402.67,4.0,Debit Card,Pending,5.0
5febf247-c4c5-408a-97a8-ca469c109c30,34ecc5a8-8436-4d74-80ce-f5ae06cf7322,2024-01-31,Electronics,113.34,1.0,Gift Card,Cancelled,2.0
3cf640b5-ef20-41ff-83cd-32a69be8f6b6,5c1afc57-b8c2-4ebc-823d-b52eeb48147a,2024-01-24,Electronics,131.64,2.0,Credit Card,Delivered,2.0
0d9314dc-7304-46eb-88a0-71551c382bfd,0932f9ad-642c-4490-bfc4-b546d2652d1f,2024-11-16,Clothing,203.3,5.0,PayPal,Shipped,2.0
5ea7668a-623b-407b-9d53-f179edaabf0f,39aea5ce-0696-4d25-b836-af908f0eacd2,2024-07-19,Clothing,193.09,1.0,PayPal,Shipped,3.0
6be4f6c9-ac52-462b-9c95-f0c0d4c8a0be,6ced640e-83c1-4523-ac37-b48a9a8c88b7,2024-08-16,Books,187.66,1.0,Debit Card,Shipped,3.0
c3a3ffe7-4093-4fd4-b310-e10a8add5bfb,9cf94289-dff0-4651-bc7b-c57a5edc21b0,2024-04-25,Books,254.71072557818434,2.0,Crypto,Pending,5.0
954b9c8d-a124-4904-870e-9b624f38ed3d,8913245d-d4ce-4393-8202-0ccc40661eca,2023-02-26,Books,415.56,2.0,Crypto,Shipped,3.0
8ed95c4f-d818-48e4-9598-1a11ee0061fe,8a0ba49f-345d-454b-9432-b4308b40583c,2024-08-17,Sports,71.38,5.0,Credit Card,Shipped,1.0
d2f3583c-7a77-43b2-912d-818011a9497f,5269bd95-998f-4631-91d3-12db853f5cf3,2024-12-25,Books,254.85844200897483,1.0,Debit Card,Delivered,4.0
44dd30bc-86a9-487c-9421-b2f0dc9fdeb1,9820515c-e793-4f7e-8f9e-eb2d137eb7cf,2025-01-11,Clothing,138.93,5.0,Crypto,Delivered,4.0
30459650-e0bd-459d-a8d2-fcff613e4e33,81aee5bc-753c-4df2-a4c4-28eab5d43312,2023-07-23,Sports,386.86,1.0,PayPal,Delivered,4.0
d2247757-ec3e-4f5e-b190-34340114e5e7,a72709d7-3ecf-4022-b383-9c55a3286b50,2023-06-21,Sports,116.92,3.0,Debit Card,Pending,3.0
f8eb40c3-bd76-44ed-9c51-882f2e43a330,191890ac-391e-41a2-b568-882fe8bf1f45,2023-10-20,Electronics,463.67,3.0,Crypto,Cancelled,4.0
0b0d3bec-98e0-4440-8573-77858e978d0d,c3378f98-52b4-47be-af19-6b386b28c604,2024-10-18,Electronics,303.0,5.0,PayPal,Shipped,3.0
2b1b5ad3-e58a-4db8-b483-7b90b343375b,6498aebe-86ca-43cf-afca-f4a8233f006a,2023-04-16,Books,476.36,5.0,Credit Card,Delivered,1.0
10d3c2b7-a0a3-4859-928a-5a2b75268348,58c9cba3-5939-443a-b7cb-0f64ff6bf21e,2023-08-21,Sports,45.43,1.0,Credit Card,Shipped,5.0
00fa8da3-553f-4ac8-9fe3-f651acd6a477,653c6b34-c1fd-4049-9679-ad314cc1a4a3,2024-08-30,Sports,399.91,2.0,Crypto,Delivered,2.0
c5c40462-8168-423c-9ad9-d39b2d6a1227,a1b6869f-ae92-41ff-b613-5a2388caa2be,2024-04-24,Sports,306.56,2.0,PayPal,Shipped,4.0
27d59603-525e-47cf-81b4-d41abd9c97b7,cf64dab1-1f00-437b-b0c9-bfb1c6bf1487,2023-12-11,Home & Kitchen,118.1,3.0,Credit Card,Delivered,5.0
298119a4-f327-433b-8e9f-c2dbe42e2366,12a3177a-d9b4-4936-a3df-1348c95f1282,2024-04-29,Clothing,7.66,1.0,Gift Card,Pending,5.0
3c10c578-1b65-4986-b70c-d8ed4e1891b6,0a3dce10-498e-45dd-9f72-6d27be96efd7,2023-08-11,Electronics,254.4152927166034,4.0,Crypto,Shipped,1.0
ec79ac44-3ff7-499d-806b-0f35f7efcd79,57295d10-b208-406c-847c-0e39041424e8,2024-03-09,Books,124.29,5.0,Crypto,Pending,1.0
7d8b0c4b-2b92-40cf-a1ae-d0d3b1f0294a,c88512c6-19e3-4ec0-861b-cfbdfd33b947,2024-02-15,Sports,233.51,5.0,Crypto,Delivered,2.0
90c8355e-6632-43a4-8200-157abe271a0a,0d27e54a-2c28-4ce1-884d-1fde71ef4f63,2024-12-27,Sports,17.08,2.0,PayPal,Delivered,3.0
e399decc-03c7-4691-850d-2cec06fe3f8c,927a6f63-64c8-482b-990c-a780da744e92,2023-12-28,Books,86.2,1.0,Debit Card,Pending,3.0
55a59f3c-31bd-49df-ab13-0f25aeefe797,f466349d-b272-4121-a88b-9d2799c663d7,2024-07-21,Books,336.02,4.0,Debit Card,Shipped,3.0
44f4017f-88fb-4ac6-a0d6-45954477de2f,50442939-5625-4f58-ab6f-e9b417d6ce82,2023-05-10,Sports,398.06,4.0,Debit Card,Shipped,3.0
cfa3da8a-47cf-4958-96e9-69db504c0bb3,1d0a3071-2083-4e70-83fe-74e1bfec6338,2023-04-16,Sports,387.34,5.0,Credit Card,Pending,2.0
ca4085fc-2896-48bd-87e0-a9633d2154cf,c4ea2a90-c4ae-45bd-ad13-a3463356aeca,2025-01-12,Electronics,434.75,5.0,PayPal,Shipped,3.0
0548eacb-e406-49e3-89d1-9832329f26de,b581eafe-ec31-4d52-ae66-92655b26b1ab,2023-08-18,Home & Kitchen,324.06,5.0,Credit Card,Pending,3.0
dcee7e3e-eda1-48f8-9b8b-8ff4324847ed,0c1cdc84-adf6-4f78-a66c-663c6e9630a5,2023-03-12,Books,63.05,1.0,Crypto,Delivered,3.0
a9828387-0e40-4925-9903-788dd9e6c468,a9eb49a1-ea5c-4b74-b31f-4379137bd415,2023-11-21,Home & Kitchen,110.93,2.0,Debit Card,Delivered,1.0
